order_id,customer_id,product_id,quantity,order_date,status
745,515,152,5,2024-09-17,shipped
746,23,322,5,2024-08-14,completed
747,675,367,4,2024-07-12,shipped
748,917,38,1,2025-05-04,cancelled
749,525,254,2,2025-01-21,pending
750,768,172,5,2024-09-18,pending
751,778,282,2,2024-11-28,cancelled
752,212,64,5,2024-12-15,shipped
753,563,356,5,2025-05-07,cancelled
754,746,324,5,2025-06-01,pending
755,466,382,3,2024-09-21,cancelled
756,484,335,1,2024-07-19,shipped
757,523,498,1,2024-09-07,cancelled
758,848,60,5,2025-05-26,completed
759,565,287,1,2024-11-07,shipped
760,6,275,2,2024-12-02,shipped
761,782,63,2,2024-09-29,cancelled
762,287,473,2,2024-07-13,cancelled
763,461,493,4,2024-12-03,shipped
764,758,311,1,2024-12-15,cancelled
765,908,48,4,2025-04-09,shipped
766,374,479,4,2025-02-05,shipped
767,650,425,4,2024-12-28,completed
768,135,331,3,2025-02-04,completed
769,196,307,5,2025-04-26,pending
770,139,217,4,2024-10-29,pending
771,825,176,5,2025-04-15,pending
772,135,381,1,2024-11-30,completed
773,539,271,3,2024-07-04,pending
774,797,97,3,2025-06-09,pending
775,44,221,1,2025-05-13,cancelled
776,898,22,4,2025-04-03,completed
777,297,397,2,2024-11-25,completed
778,621,282,1,2024-12-28,completed
779,339,36,3,2024-06-25,completed
780,538,380,5,2024-09-14,cancelled
781,993,206,2,2024-11-09,cancelled
782,842,118,5,2024-12-11,shipped
783,176,339,4,2025-05-05,completed
784,439,60,1,2024-07-29,completed
785,771,117,5,2024-07-08,cancelled
786,162,204,2,2024-06-24,cancelled
787,870,101,3,2024-07-18,cancelled
788,847,460,1,2025-01-20,pending
789,980,380,5,2024-12-26,pending
790,944,248,1,2024-09-17,pending
791,221,3,3,2024-08-06,pending
792,895,284,2,2024-07-18,cancelled
793,3,301,2,2025-01-06,shipped
794,240,266,4,2025-01-14,completed
795,395,380,3,2024-09-15,completed
796,680,357,4,2024-08-09,cancelled
797,921,490,5,2024-10-05,completed
798,796,298,3,2024-10-20,cancelled
799,546,393,4,2025-05-01,completed
800,65,222,5,2025-01-19,cancelled
801,706,122,3,2024-07-01,completed
802,766,139,3,2025-01-04,shipped
803,218,346,1,2025-01-09,completed
804,589,288,3,2025-04-26,pending
805,573,226,2,2024-09-28,cancelled
806,52,150,3,2024-07-06,pending
807,497,373,3,2024-07-13,shipped
808,8,494,1,2025-03-04,shipped
809,423,446,3,2025-02-21,completed
810,323,390,5,2025-01-31,pending
811,40,67,1,2024-11-13,shipped
812,279,316,3,2025-04-29,cancelled
813,453,244,5,2025-03-14,pending
814,437,182,5,2025-06-10,pending
815,197,345,4,2025-02-19,shipped
816,301,157,2,2024-12-13,pending
817,134,378,1,2025-03-16,shipped
818,493,111,4,2024-12-12,shipped
819,412,32,2,2024-09-02,cancelled
820,584,145,2,2025-04-22,completed
821,209,44,3,2025-06-12,pending
822,225,61,1,2025-03-15,shipped
823,134,171,3,2024-09-30,shipped
824,280,357,2,2024-12-18,shipped
825,690,492,1,2025-06-09,completed
826,35,113,4,2025-04-09,completed
827,746,391,4,2025-02-27,shipped
828,886,157,1,2024-10-13,completed
829,196,170,3,2025-04-26,completed
830,791,285,5,2025-02-06,completed
831,158,445,2,2024-12-28,pending
832,5,449,5,2024-10-07,cancelled
833,55,242,4,2024-12-12,pending
834,621,315,5,2025-04-22,shipped
835,999,243,1,2024-06-30,completed
836,978,44,2,2024-08-24,cancelled
837,343,414,2,2024-08-17,cancelled
838,874,403,1,2024-08-08,cancelled
839,190,244,5,2024-06-26,cancelled
840,908,35,4,2025-05-01,completed
841,542,248,1,2024-08-13,shipped
842,547,472,2,2025-05-07,cancelled
843,827,175,4,2025-03-23,cancelled
844,865,197,1,2024-10-11,shipped
845,246,491,2,2024-09-11,completed
846,982,279,4,2024-12-30,cancelled
847,726,227,4,2025-02-20,completed
848,348,246,2,2025-06-10,completed
849,45,217,1,2025-02-05,pending
850,730,158,4,2025-02-23,completed
851,593,175,2,2025-01-14,completed
852,822,335,1,2024-11-04,shipped
853,588,50,3,2024-07-18,pending
854,344,285,4,2025-01-18,cancelled
855,961,67,5,2025-02-23,shipped
856,295,267,4,2025-02-21,pending
857,388,29,4,2025-04-13,cancelled
858,18,406,2,2025-05-11,shipped
859,33,341,3,2024-07-23,shipped
860,550,296,3,2024-12-12,pending
861,173,495,1,2024-08-14,shipped
862,770,217,2,2024-09-06,completed
863,854,247,5,2024-11-19,completed
864,23,104,3,2024-10-22,completed
865,257,500,4,2024-07-26,cancelled
866,65,470,2,2025-05-03,pending
867,127,225,1,2024-12-11,pending
868,152,267,5,2024-11-27,shipped
869,947,358,3,2024-10-01,pending
870,412,320,2,2024-09-29,cancelled
871,145,351,1,2025-01-19,cancelled
872,980,169,1,2025-04-13,completed
873,748,345,2,2024-07-26,completed
874,563,322,5,2024-12-31,pending
875,964,324,4,2024-07-28,pending
876,918,10,2,2024-11-13,completed
877,941,150,3,2024-11-30,pending
878,332,224,2,2025-05-06,cancelled
879,663,243,2,2024-11-02,completed
880,453,257,2,2024-11-01,cancelled
881,738,464,5,2025-01-29,completed
882,865,385,3,2024-08-04,shipped
883,528,244,4,2024-08-03,shipped
884,574,304,3,2024-12-04,pending
885,721,72,2,2025-01-18,shipped
886,816,151,4,2024-12-18,completed
887,221,163,1,2025-03-01,shipped
888,96,487,1,2024-08-28,pending
889,429,211,2,2024-07-20,pending
890,976,227,2,2025-05-16,pending
891,327,330,5,2024-11-07,pending
892,256,380,2,2025-05-04,shipped
893,280,365,1,2025-03-19,cancelled
894,514,396,2,2025-04-08,completed
895,982,294,5,2025-04-04,shipped
896,757,320,2,2025-06-11,completed
897,621,31,4,2024-10-26,completed
898,858,466,2,2024-07-02,completed
899,705,480,2,2024-12-07,shipped
900,850,481,2,2024-10-31,cancelled
901,30,25,2,2024-11-04,shipped
902,390,318,3,2025-02-21,cancelled
903,987,118,1,2025-03-11,shipped
904,981,180,3,2025-03-27,cancelled
905,936,128,2,2024-06-12,shipped
906,251,223,2,2024-12-09,shipped
907,882,276,4,2024-09-05,pending
908,260,482,4,2024-06-28,completed
909,941,159,1,2025-03-25,cancelled
910,471,148,2,2024-07-25,shipped
911,125,31,5,2024-09-30,cancelled
912,987,295,5,2025-02-25,pending
913,265,377,5,2025-05-13,pending
914,188,255,1,2025-05-23,completed
915,277,100,5,2024-09-07,cancelled
916,516,360,1,2024-11-25,pending
917,526,131,3,2025-05-26,completed
918,782,348,2,2024-10-14,cancelled
919,147,34,4,2025-01-29,pending
920,869,331,1,2024-06-12,pending
921,994,103,5,2025-02-23,pending
922,92,3,2,2024-10-13,completed
923,876,380,5,2025-05-23,pending
924,127,45,5,2025-01-17,shipped
925,240,453,3,2025-06-07,cancelled
926,390,86,2,2024-10-27,cancelled
927,417,251,2,2025-03-24,completed
928,175,476,5,2025-04-23,cancelled
929,879,320,3,2024-08-11,shipped
930,325,110,2,2024-08-17,cancelled
931,536,438,5,2024-10-16,completed
932,886,31,3,2025-06-07,pending
933,589,163,1,2024-09-16,completed
934,567,469,4,2025-03-17,completed
935,901,223,3,2025-03-01,completed
936,207,105,5,2025-04-28,pending
937,474,89,4,2024-06-21,completed
938,740,289,3,2024-09-21,cancelled
939,730,361,1,2024-08-14,completed
940,402,221,4,2025-02-27,cancelled
941,693,197,1,2024-11-29,pending
942,720,447,4,2024-08-01,pending
943,830,328,2,2024-06-20,pending
944,453,385,4,2025-01-14,cancelled
945,56,436,4,2025-04-06,cancelled
946,739,327,5,2025-02-18,shipped
947,36,148,3,2024-10-07,completed
948,439,191,5,2025-02-08,pending
949,160,190,5,2025-01-15,completed
950,95,243,3,2025-01-13,completed
951,123,433,5,2024-11-27,cancelled
952,895,359,3,2024-06-26,cancelled
953,102,325,5,2024-12-14,shipped
954,374,100,5,2025-02-21,completed
955,477,216,4,2025-06-09,pending
956,479,94,4,2024-07-21,shipped
957,63,426,5,2024-09-02,completed
958,920,411,1,2024-10-25,shipped
959,78,452,5,2024-07-13,shipped
960,234,221,1,2024-08-03,cancelled
961,150,236,3,2024-10-14,completed
962,987,371,4,2024-07-29,completed
963,343,384,4,2024-08-19,shipped
964,332,40,1,2025-01-24,shipped
965,328,191,3,2025-05-29,completed
966,361,382,5,2024-08-26,cancelled
967,932,424,2,2024-09-10,pending
968,687,228,4,2024-12-09,completed
969,321,162,3,2024-08-30,completed
970,365,84,1,2024-07-12,completed
971,853,60,4,2024-08-29,cancelled
972,753,48,3,2024-08-31,completed
973,818,299,4,2025-03-20,shipped
974,784,471,1,2024-08-10,completed
975,78,258,5,2024-09-17,shipped
976,908,253,3,2025-01-27,shipped
977,608,262,5,2025-05-23,pending
978,659,199,1,2024-12-30,shipped
979,245,364,3,2024-12-11,pending
980,472,489,4,2025-06-06,cancelled
981,527,466,5,2025-04-24,pending
982,35,257,4,2025-04-04,shipped
983,540,425,4,2024-10-17,completed
984,669,352,2,2024-09-11,pending
985,980,452,1,2025-03-16,completed
986,595,414,4,2025-04-24,completed
987,427,466,4,2025-01-16,cancelled
988,448,197,3,2024-06-21,pending
989,23,473,5,2025-06-11,pending
990,447,36,4,2025-05-16,pending
991,466,332,3,2024-08-01,pending
992,254,144,4,2025-02-26,shipped
993,941,77,1,2024-07-12,completed
994,117,361,3,2024-09-23,shipped
995,541,76,4,2024-11-03,cancelled
996,427,402,1,2024-10-11,completed
997,982,100,2,2024-06-25,shipped
998,762,396,5,2024-11-24,shipped
999,466,72,5,2025-05-04,pending
1000,144,470,1,2024-12-24,pending
1001,349,323,1,2025-06-02,cancelled
1002,716,497,4,2024-12-21,shipped
1003,472,56,4,2025-04-28,pending
1004,638,356,5,2024-09-08,completed
1005,874,45,3,2024-08-18,shipped
1006,996,186,3,2024-07-07,shipped
1007,390,330,3,2025-03-01,pending
1008,593,91,2,2024-12-28,pending
1009,745,256,3,2025-01-01,cancelled
1010,478,65,5,2025-04-26,shipped
1011,78,387,5,2025-04-04,cancelled
1012,996,308,1,2025-01-28,shipped
1013,590,352,1,2024-12-19,shipped
1014,446,210,5,2024-09-17,cancelled
1015,247,324,5,2024-10-12,pending
1016,586,272,5,2025-01-24,pending
1017,926,26,1,2025-03-04,pending
1018,651,451,5,2024-11-11,completed
1019,492,138,1,2024-07-27,shipped
1020,83,305,4,2025-05-10,completed
1021,356,500,5,2024-11-17,cancelled
1022,542,318,4,2025-05-11,completed
1023,327,124,5,2024-10-03,cancelled
1024,382,65,3,2024-12-18,pending
1025,16,475,2,2024-12-05,completed
1026,725,463,3,2024-10-23,completed
1027,707,185,1,2024-08-20,cancelled
1028,614,307,4,2024-06-15,pending
1029,867,430,2,2025-03-15,pending
1030,628,205,2,2024-09-15,shipped
1031,695,49,4,2025-03-09,shipped
1032,710,349,3,2025-04-15,completed
1033,788,215,3,2025-01-01,pending
1034,807,285,4,2024-09-16,pending
1035,236,316,5,2024-06-24,shipped
1036,496,457,5,2024-07-20,shipped
1037,992,343,4,2024-12-12,shipped
1038,90,481,1,2024-11-19,completed
1039,381,73,3,2024-09-11,cancelled
1040,230,34,5,2024-09-15,completed
1041,21,254,5,2025-06-01,completed
1042,863,402,5,2024-07-14,cancelled
1043,34,68,3,2025-04-09,completed
1044,45,334,2,2025-03-08,pending
1045,344,481,2,2025-03-02,completed
1046,355,132,4,2025-02-08,pending
1047,579,434,3,2025-03-26,pending
1048,975,461,2,2025-02-06,cancelled
1049,391,276,4,2024-09-15,cancelled
1050,111,176,2,2024-12-10,completed
1051,732,402,4,2025-01-05,pending
1052,524,310,2,2025-03-08,shipped
1053,831,59,1,2025-06-04,shipped
1054,88,37,2,2024-09-04,completed
1055,797,374,1,2024-10-12,completed
1056,965,11,1,2025-01-02,cancelled
1057,259,7,3,2025-04-21,shipped
1058,968,280,4,2025-04-11,cancelled
1059,11,86,3,2025-03-08,completed
1060,972,148,3,2024-10-29,completed
1061,543,86,4,2024-11-16,completed
1062,365,386,3,2024-11-21,shipped
1063,672,398,3,2024-07-25,shipped
1064,707,58,5,2024-09-03,cancelled
1065,912,302,1,2025-01-07,cancelled
1066,840,225,2,2025-06-07,cancelled
1067,298,142,3,2024-09-28,cancelled
1068,584,105,3,2025-04-15,cancelled
1069,248,422,3,2024-07-06,cancelled
1070,192,153,3,2025-05-27,pending
1071,608,58,4,2024-06-30,completed
1072,652,286,2,2024-10-16,shipped
1073,531,212,4,2025-02-13,pending
1074,130,115,2,2024-12-14,cancelled
1075,21,112,3,2025-02-23,cancelled
1076,721,79,1,2024-11-19,shipped
1077,886,438,2,2025-05-03,cancelled
1078,372,123,4,2024-08-23,pending
1079,494,183,5,2024-10-23,completed
1080,332,467,2,2024-11-24,completed
1081,50,32,5,2024-11-04,completed
1082,449,376,1,2025-01-10,shipped
1083,533,367,1,2025-05-09,cancelled
1084,170,176,5,2024-07-19,completed
1085,872,165,1,2024-07-05,pending
1086,697,471,5,2024-09-08,cancelled
1087,362,232,5,2024-06-29,completed
1088,942,431,5,2024-07-28,pending
1089,82,213,4,2025-04-21,shipped
1090,302,56,4,2024-12-19,completed
1091,823,148,4,2024-08-03,completed
1092,577,380,1,2025-01-30,pending
1093,782,373,1,2024-09-22,cancelled
1094,23,443,2,2025-01-04,cancelled
1095,704,199,2,2025-03-11,pending
1096,459,392,4,2024-12-12,cancelled
1097,792,48,2,2025-01-30,shipped
1098,752,336,3,2024-07-25,pending
1099,935,110,2,2024-06-14,pending
1100,90,24,5,2024-08-01,shipped
1101,709,310,2,2025-01-27,completed
1102,642,181,5,2024-07-22,completed
1103,9,232,2,2024-12-21,cancelled
1104,987,240,4,2024-09-19,cancelled
1105,933,493,4,2024-10-29,pending
1106,223,434,1,2024-07-26,completed
1107,217,491,3,2024-11-07,shipped
1108,738,46,3,2025-05-02,shipped
1109,810,327,4,2025-04-26,pending
1110,956,478,4,2025-04-11,pending
1111,640,209,5,2024-12-25,cancelled
1112,973,384,3,2025-05-31,pending
1113,704,354,2,2024-10-25,cancelled
1114,156,183,2,2024-08-24,cancelled
1115,875,493,2,2024-07-08,cancelled
1116,336,64,3,2024-06-23,completed
1117,463,328,5,2024-08-14,completed
1118,75,368,4,2024-10-26,cancelled
1119,503,124,4,2024-09-07,pending
1120,799,49,4,2025-05-05,shipped
1121,549,369,2,2024-06-26,completed
1122,872,193,1,2024-07-20,cancelled
1123,482,46,1,2025-03-25,completed
1124,916,346,1,2024-10-26,completed
1125,78,324,3,2024-12-16,pending
1126,163,58,5,2024-08-08,pending
1127,688,460,2,2024-07-09,shipped
1128,322,113,1,2024-09-26,pending
1129,580,228,4,2024-10-09,shipped
1130,90,292,3,2025-05-05,pending
1131,933,120,3,2025-06-01,completed
1132,800,471,1,2024-08-16,cancelled
1133,559,45,5,2025-02-27,shipped
1134,761,324,2,2024-06-23,completed
1135,892,216,2,2024-12-05,shipped
1136,727,310,1,2024-09-24,pending
1137,710,360,5,2025-01-17,shipped
1138,772,20,2,2025-02-12,cancelled
1139,277,152,1,2024-11-25,cancelled
1140,692,61,1,2025-05-15,shipped
1141,308,70,3,2025-04-06,pending
1142,201,142,2,2024-08-10,cancelled
1143,4,188,1,2025-02-28,cancelled
1144,338,430,5,2024-12-29,cancelled
1145,322,172,1,2024-08-27,completed
1146,626,6,4,2025-01-27,pending
1147,895,269,3,2025-05-09,pending
1148,24,352,1,2024-08-14,pending
1149,829,470,1,2024-12-08,cancelled
1150,908,500,4,2024-07-01,shipped
1151,743,165,5,2025-03-12,completed
1152,276,365,3,2024-11-07,cancelled
1153,12,232,5,2024-11-24,pending
1154,367,23,4,2024-08-20,completed
1155,100,117,2,2025-01-04,completed
1156,300,96,3,2025-03-28,cancelled
1157,145,145,2,2025-02-13,shipped
1158,418,465,5,2025-02-10,cancelled
1159,81,9,4,2024-11-01,shipped
1160,208,241,4,2025-01-02,completed
1161,316,250,1,2024-06-23,pending
1162,196,438,4,2024-12-06,pending
1163,528,81,4,2025-04-28,completed
1164,699,26,3,2024-10-02,pending
1165,445,441,4,2025-03-12,pending
1166,991,218,3,2025-05-30,cancelled
1167,787,169,1,2025-06-02,completed
1168,654,417,4,2025-02-17,cancelled
1169,85,395,2,2024-07-13,pending
1170,389,256,1,2024-07-22,cancelled
1171,589,378,5,2024-11-16,pending
1172,562,344,3,2024-08-17,cancelled
1173,832,250,4,2024-07-28,cancelled
1174,633,409,2,2025-01-26,cancelled
1175,227,493,4,2025-03-02,completed
1176,124,4,4,2025-04-25,cancelled
1177,731,288,2,2025-03-08,pending
1178,238,476,1,2025-06-08,pending
1179,574,350,4,2024-10-28,cancelled
1180,818,361,2,2025-02-03,cancelled
1181,546,179,1,2024-11-19,shipped
1182,970,57,5,2024-07-22,shipped
1183,75,468,5,2025-04-18,completed
1184,318,38,4,2024-08-22,shipped
1185,596,350,5,2024-12-26,pending
1186,383,230,3,2025-04-08,pending
1187,85,307,2,2025-05-21,shipped
1188,624,376,4,2024-09-25,completed
1189,509,62,3,2024-07-16,pending
1190,794,195,4,2024-07-21,completed
1191,913,21,5,2025-05-06,cancelled
1192,920,257,3,2024-09-21,cancelled
1193,423,262,2,2025-01-28,cancelled
1194,149,51,4,2025-01-08,completed
1195,697,455,3,2024-10-01,pending
1196,253,79,4,2025-03-27,completed
1197,894,123,5,2025-05-29,shipped
1198,697,236,5,2024-10-11,completed
1199,799,374,5,2024-12-22,pending
1200,366,241,4,2024-09-23,cancelled
1201,684,137,1,2025-06-11,pending
1202,909,137,3,2025-04-02,shipped
1203,193,232,5,2024-06-25,completed
1204,18,410,3,2025-01-21,cancelled
1205,154,5,3,2025-03-11,completed
1206,991,377,1,2024-12-13,shipped
1207,22,14,4,2025-05-14,pending
1208,714,206,1,2024-11-12,shipped
1209,843,398,2,2025-02-20,shipped
1210,919,195,3,2025-01-11,cancelled
1211,987,381,2,2025-01-02,completed
1212,184,136,4,2025-02-01,pending
1213,167,397,5,2025-04-16,pending
1214,391,241,1,2024-11-06,pending
1215,425,311,4,2025-01-13,shipped
1216,276,487,5,2024-06-20,cancelled
1217,725,108,2,2025-03-25,pending
1218,985,380,4,2024-07-14,completed
1219,780,121,5,2025-03-23,pending
1220,255,12,5,2024-12-23,completed
1221,523,139,4,2024-08-28,pending
1222,344,101,5,2025-04-22,pending
1223,642,402,5,2025-05-19,pending
1224,255,38,1,2024-12-26,shipped
1225,414,40,5,2024-10-25,cancelled
1226,157,404,5,2025-04-17,shipped
1227,112,46,1,2024-06-18,cancelled
1228,911,345,2,2025-01-14,cancelled
1229,918,381,5,2024-10-15,pending
1230,239,451,1,2025-04-01,cancelled
1231,412,412,2,2024-11-15,completed
1232,516,13,5,2025-04-19,shipped
1233,12,240,4,2024-10-13,completed
1234,672,496,1,2025-03-19,completed
1235,372,281,3,2025-02-04,completed
1236,719,435,3,2025-04-16,cancelled
1237,960,68,2,2025-06-07,pending
1238,704,253,1,2024-11-18,cancelled
1239,508,13,5,2025-05-21,shipped
1240,778,275,2,2024-06-13,shipped
1241,740,414,4,2025-05-10,shipped
1242,822,100,4,2025-06-10,pending
1243,451,440,2,2025-01-09,pending
1244,840,190,2,2024-06-14,completed
1245,437,353,5,2025-06-02,pending
1246,761,115,2,2024-10-16,cancelled
1247,163,113,2,2025-01-16,completed
1248,562,370,1,2025-06-02,cancelled
1249,805,325,1,2024-10-23,completed
1250,443,275,4,2025-03-26,shipped
1251,480,256,3,2024-08-06,shipped
1252,804,205,5,2024-10-20,pending
1253,77,141,3,2025-03-19,cancelled
1254,612,405,1,2024-11-13,shipped
1255,75,279,5,2025-05-20,shipped
1256,318,355,5,2024-10-17,cancelled
1257,83,303,3,2024-09-11,cancelled
1258,223,118,2,2024-08-09,shipped
1259,870,213,1,2025-03-13,completed
1260,676,442,2,2025-01-13,completed
1261,774,35,2,2024-06-28,shipped
1262,132,325,1,2025-04-13,pending
1263,997,319,3,2025-01-25,pending
1264,5,361,5,2025-02-20,cancelled
1265,358,88,5,2024-10-15,pending
1266,50,477,2,2025-01-17,cancelled
1267,398,153,4,2025-06-02,cancelled
1268,41,387,2,2025-01-26,shipped
1269,568,215,2,2024-08-21,shipped
1270,962,222,2,2025-03-27,pending
1271,119,308,5,2024-10-10,shipped
1272,447,88,2,2024-11-08,cancelled
1273,108,31,5,2025-04-05,cancelled
1274,422,395,2,2025-03-06,pending
1275,745,500,1,2025-04-10,completed
1276,230,132,1,2024-11-19,pending
1277,528,83,1,2025-06-09,cancelled
1278,390,355,4,2025-04-06,cancelled
1279,163,166,1,2025-01-25,shipped
1280,113,37,2,2024-07-03,shipped
1281,590,447,4,2025-03-12,completed
1282,799,108,3,2024-07-20,shipped
1283,168,249,5,2024-12-06,shipped
1284,164,331,5,2024-08-08,cancelled
1285,407,69,5,2025-05-27,pending
1286,209,152,1,2025-04-26,cancelled
1287,933,140,5,2024-06-12,cancelled
1288,614,252,3,2024-07-26,shipped
1289,750,177,1,2024-07-20,shipped
1290,636,186,4,2024-09-09,cancelled
1291,375,364,1,2025-01-31,completed
1292,616,216,3,2024-11-15,completed
1293,698,290,3,2025-03-24,shipped
1294,917,365,2,2024-10-23,pending
1295,438,389,4,2025-05-18,completed
1296,726,456,4,2025-05-20,completed
1297,373,384,4,2025-05-17,completed
1298,955,142,5,2024-11-20,completed
1299,163,77,1,2024-07-15,completed
1300,101,67,5,2025-05-07,pending
1301,445,483,3,2024-07-20,shipped
1302,189,22,2,2024-08-26,shipped
1303,500,12,5,2025-04-13,cancelled
1304,868,85,2,2024-06-16,cancelled
1305,7,258,2,2024-10-12,shipped
1306,575,102,2,2024-08-24,shipped
1307,284,479,1,2025-02-04,completed
1308,253,411,2,2024-11-19,completed
1309,54,166,1,2025-05-24,completed
1310,505,170,3,2024-08-20,shipped
1311,428,12,2,2024-06-17,completed
1312,169,1,1,2024-07-08,completed
1313,810,416,1,2025-01-18,pending
1314,171,418,1,2024-10-29,shipped
1315,824,309,1,2025-03-06,pending
1316,914,259,3,2025-03-14,shipped
1317,295,111,2,2024-11-27,pending
1318,830,437,1,2025-06-05,pending
1319,380,281,3,2024-06-15,shipped
1320,715,334,3,2025-04-26,pending
1321,317,203,1,2025-03-31,pending
1322,179,173,4,2025-03-09,pending
1323,787,437,2,2024-09-14,pending
1324,997,99,5,2024-10-12,completed
1325,935,79,2,2024-11-11,pending
1326,492,51,4,2024-12-18,cancelled
1327,229,184,4,2024-10-08,shipped
1328,672,379,2,2024-09-06,shipped
1329,829,265,3,2024-07-08,pending
1330,308,392,4,2025-02-07,shipped
1331,692,106,3,2025-05-04,shipped
1332,340,152,2,2025-04-01,cancelled
1333,335,214,1,2024-12-02,shipped
1334,855,194,2,2024-10-21,pending
1335,306,392,5,2024-09-15,pending
1336,854,383,1,2024-09-27,cancelled
1337,779,33,2,2025-04-07,completed
1338,935,411,2,2025-04-08,shipped
1339,377,37,2,2025-02-10,cancelled
1340,101,290,3,2025-03-27,cancelled
1341,61,184,5,2024-12-02,pending
1342,948,163,2,2024-12-09,completed
1343,517,304,2,2025-03-22,shipped
1344,335,407,1,2024-12-25,pending
1345,228,29,4,2024-07-18,shipped
1346,747,252,1,2024-09-08,completed
1347,901,4,1,2025-04-27,shipped
1348,282,301,3,2025-06-10,completed
1349,169,360,3,2024-09-18,pending
1350,264,243,4,2025-02-11,cancelled
1351,265,456,4,2025-02-17,completed
1352,707,290,4,2024-10-29,shipped
1353,38,258,2,2024-09-03,shipped
1354,352,225,5,2025-05-25,pending
1355,406,401,3,2025-01-06,shipped
1356,769,287,1,2025-03-27,pending
1357,811,212,1,2024-07-01,pending
1358,86,81,5,2024-12-19,shipped
1359,269,412,3,2024-11-22,completed
1360,838,235,3,2024-09-19,shipped
1361,464,254,2,2024-11-06,shipped
1362,523,164,5,2025-03-08,completed
1363,904,102,1,2025-03-04,pending
1364,463,280,2,2024-09-16,cancelled
1365,55,134,4,2025-04-26,cancelled
1366,777,319,1,2024-11-01,pending
1367,790,61,3,2025-02-27,shipped
1368,927,305,2,2024-12-24,shipped
1369,32,437,4,2024-09-06,shipped
1370,435,259,2,2024-11-28,cancelled
1371,842,468,5,2024-07-10,pending
1372,193,337,1,2024-10-25,pending
1373,918,356,1,2024-12-20,cancelled
1374,365,19,1,2025-03-30,pending
1375,445,111,1,2024-11-01,cancelled
1376,362,289,5,2025-05-03,shipped
1377,898,40,1,2025-03-31,shipped
1378,28,29,2,2025-03-01,shipped
1379,619,186,1,2025-04-03,completed
1380,130,487,2,2025-02-10,shipped
1381,811,119,4,2025-05-20,pending
1382,480,276,4,2024-11-03,pending
1383,973,391,4,2024-12-01,shipped
1384,302,244,1,2024-10-22,shipped
1385,557,475,4,2024-07-15,cancelled
1386,884,393,1,2024-11-07,cancelled
1387,658,396,1,2024-07-10,completed
1388,462,115,5,2024-11-14,cancelled
1389,642,265,4,2024-10-12,pending
1390,420,50,4,2024-11-20,cancelled
1391,929,416,1,2025-04-05,completed
1392,870,371,2,2025-03-18,pending
1393,483,279,5,2024-07-02,pending
1394,666,55,1,2024-09-04,cancelled
1395,314,442,3,2025-04-10,cancelled
1396,638,428,2,2025-05-22,cancelled
1397,504,49,5,2025-02-06,shipped
1398,900,119,5,2025-04-07,completed
1399,965,15,4,2024-09-08,cancelled
1400,626,89,3,2024-08-23,cancelled
1401,450,497,1,2025-05-15,completed
1402,603,235,4,2024-11-21,shipped
1403,994,342,2,2025-03-06,cancelled
1404,807,179,4,2025-01-17,shipped
1405,255,285,3,2025-05-11,pending
1406,206,300,1,2024-07-30,cancelled
1407,228,130,1,2024-06-30,shipped
1408,282,162,5,2024-07-09,shipped
1409,343,337,5,2024-11-30,cancelled
1410,867,371,4,2024-08-02,pending
1411,630,350,2,2024-08-18,shipped
1412,37,267,5,2024-08-14,completed
1413,479,481,4,2025-06-05,completed
1414,680,209,5,2024-10-21,shipped
1415,29,414,5,2024-11-04,cancelled
1416,136,152,4,2025-04-13,pending
1417,630,415,3,2025-05-26,cancelled
1418,521,68,3,2025-01-20,completed
1419,787,408,5,2024-08-30,shipped
1420,447,221,4,2025-03-02,cancelled
1421,123,306,4,2024-07-29,completed
1422,608,406,4,2024-12-30,cancelled
1423,37,164,4,2024-09-30,completed
1424,819,82,4,2024-10-14,pending
1425,266,96,5,2025-06-02,cancelled
1426,20,202,4,2024-11-13,completed
1427,884,201,1,2024-08-10,pending
1428,323,127,1,2024-12-06,shipped
1429,727,377,2,2025-05-08,pending
1430,9,59,3,2024-06-13,cancelled
1431,437,273,5,2024-06-26,shipped
1432,154,61,4,2025-05-12,completed
1433,132,306,3,2024-09-19,cancelled
1434,335,180,2,2025-05-17,cancelled
1435,937,139,1,2024-11-02,pending
1436,540,478,5,2025-05-19,cancelled
1437,329,373,2,2025-06-05,shipped
1438,884,181,4,2025-03-23,pending
1439,941,439,3,2024-08-18,completed
1440,492,214,2,2024-10-07,pending
1441,866,338,4,2024-06-18,pending
1442,340,47,1,2024-12-20,pending
1443,951,367,5,2025-02-06,cancelled
1444,31,124,5,2024-12-15,cancelled
1445,806,99,4,2025-02-18,shipped
1446,90,121,4,2024-11-29,completed
1447,919,465,5,2025-05-04,cancelled
1448,6,100,1,2024-10-12,cancelled
1449,903,206,3,2024-12-17,cancelled
1450,932,168,3,2025-01-31,completed
1451,826,87,2,2024-12-17,completed
1452,447,119,1,2024-12-09,pending
1453,360,390,3,2024-09-03,completed
1454,654,386,3,2024-11-22,pending
1455,498,210,2,2024-07-04,cancelled
1456,848,323,1,2025-01-23,pending
1457,60,94,2,2025-01-05,cancelled
1458,196,62,5,2025-04-11,completed
1459,25,135,3,2024-07-09,completed
1460,844,310,4,2024-09-18,cancelled
1461,883,24,2,2025-03-10,pending
1462,692,234,1,2025-02-23,pending
1463,279,173,5,2024-06-28,pending
1464,519,209,3,2024-09-19,shipped
